id,source,text_nodiac,text_diac,n_words,n_diac_restored
15203,unknown_local_sample,"In ultimii sapte ani (ianuarie 2011 – mai 2017), judetele din Transilvania au luat cea mai mare parte din joburile create la nivel national.","În ultimii șapte ani (ianuarie 2011 – mai 2017), județele din Transilvania au luat cea mai mare parte din joburile create la nivel național.",24,4
150620,unknown_local_sample,Piata muncii arata si ea semne de viata.,Piața muncii arată și ea semne de viață.,8,5
157436,unknown_local_sample,"Statele europene par pregatite sa satisfaca aceasta cerere, potrivit unui document semnat in data de 6 noiembrie, care dezvolta pozitia lor cu privire la legea falimentelor bancare propusa de Comisia Europeana.","Statele europene par pregătite să satisfacă această cerere, potrivit unui document semnat în data de 6 noiembrie, care dezvoltă poziția lor cu privire la legea falimentelor bancare propusă de Comisia Europeană.",31,9
213279,unknown_local_sample,O magistratura aleasa pe fiecare an.,O magistratură aleasă pe fiecare an.,6,2
243436,unknown_local_sample,"Iar colo batrinul dascal, cu-a lui haina roasa-n coate, Intr-un calcul fara capat tot socoate si socoate.","Iar colo bătrînul dascăl, cu-a lui haină roasă-n coate, Într-un calcul fără capăt tot socoate și socoate.",17,10
210890,unknown_local_sample,Cind stai d-ta in crucea noptii cu bufnitele.,Cînd stai d-ta în crucea nopții cu bufnițele.,8,4
84017,unknown_local_sample,"Guvernul de la Madrid si Uniunea Europeana nu recunosc plebiscitul, iar violentele produse la referendum s-au soldat cu aproximativ 900 de raniti.","Guvernul de la Madrid și Uniunea Europeană nu recunosc plebiscitul, iar violențele produse la referendum s-au soldat cu aproximativ 900 de răniți.",22,5
156506,unknown_local_sample,Cred ca anturajul te modeleaza vrand-nevrand la orice varsta si poate fi chiar o adevarata sursa de inspiratie.,Cred că anturajul te modelează vrând-nevrând la orice vârstă și poate fi chiar o adevărată sursă de inspirație.,18,11
70081,unknown_local_sample,"Publicul simte si pleaca fericit din sala atunci cind participa la un eveniment facut din pasiune, asta este un lucru care se transmite.","Publicul simte și pleacă fericit din sală atunci cînd participă la un eveniment făcut din pasiune, ăsta este un lucru care se transmite.",23,7
69484,unknown_local_sample,"Cand discutam de business, deja vorbim de alta relatie 14 aug 2017 Autor: Georgiana Mihalache Stefan Puscasu, chirurg si actionarul spitalului privat Bethesda din Suceava: Am depus deja un proiect pe fonduri europene pentru un platou imagistic, a trecut de partea administrativa si tehnica, numai ca de cateva luni este blocat undeva.","Când discutăm de business, deja vorbim de altă relație 14 aug 2017 Autor: Georgiana Mihalache Ștefan Pușcașu, chirurg și acționarul spitalului privat Bethesda din Suceava: Am depus deja un proiect pe fonduri europene pentru un platou imagistic, a trecut de partea administrativă și tehnică, numai că de câteva luni este blocat undeva.",52,14
393272,unknown_local_sample,rapaie de-a surda cu clestele pe sirmele gratarului.,răpăie de-a surda cu cleștele pe sîrmele grătarului.,8,5
163758,unknown_local_sample,"Din cele patru colturi ale salii, reverbereaza istoria , prin fragmente audio selectate din filmele lui Ujica.","Din cele patru colțuri ale sălii, reverberează istoria , prin fragmente audio selectate din filmele lui Ujică.",17,4
11941,unknown_local_sample,"Antreprenorii mai pot importa angajati, guvernantii sunt aceeasi si din ce in ce mai incompetenti.","Antreprenorii mai pot importa angajati, guvernantii sunt aceeasi si din ce in ce mai incompetenti.",15,0
8768,unknown_local_sample,"In functie de valoare, noile abonamente pot include una, doua sau toate cele trei optiuni.","În funcție de valoare, noile abonamente pot include una, două sau toate cele trei opțiuni.",15,4
184917,unknown_local_sample,De sub poala sumanului ii lucea usor gura toporului.,De sub poala sumanului îi lucea ușor gura toporului.,9,2
299438,unknown_local_sample,"Cit se bate, cit suspina, O inima de dor plina.","Cît se bate, cît suspină, O inimă de dor plină.",10,5
370809,unknown_local_sample,"Indata ne suim in sa si ne ducem la apa Prutului, la Stefanesti.","Îndată ne suim în șa și ne ducem la apa Prutului, la Ștefănești.",13,8
14132,unknown_local_sample,"Campania PSD a fost dirijata de doi sfatuitori israelieni de taina platiti cu sute de mii de euro Soros, o „conspiratie” de miliarde de dolari.","Campania PSD a fost dirijată de doi sfătuitori israelieni de taină plătiți cu sute de mii de euro Soros, o „conspirație” de miliarde de dolari.",25,6
53442,unknown_local_sample,Disputele privind ajutoarele sociale pe care acestia ar trebui sa le primeasca au devenit subiecte cheie in campania electorala.,Disputele privind ajutoarele sociale pe care aceștia ar trebui să le primească au devenit subiecte cheie în campania electorală.,19,5
185907,unknown_local_sample,Votul acordat in structura PSD a fost majoritar de retragere a sprijinului politic.,Votul acordat în structura PSD a fost majoritar de retragere a sprijinului politic.,13,1
189903,unknown_local_sample,Mancarea s-a iutit. Branza s-a iutit.,Mâncarea s-a iuțit. Brânza s-a iuțit.,6,4
32622,unknown_local_sample,"Oficialii din Madrid considera ca organizarea referendumului este ilegala, efectuand mai multe arestari, perchezitii si preluand controlul asupra fortelor de ordine din Catalonia.","Oficialii din Madrid consideră că organizarea referendumului este ilegală, efectuând mai multe arestări, percheziții și preluând controlul asupra forțelor de ordine din Catalonia.",23,9
61458,unknown_local_sample,"In Olt si Dolj avertizarea este in vigoare pana la ora 00.30, in Constanta si Tulcea pana la ora 00.00, iar in Bihor, Timis, Arad si Caras-Severin pana la 21.00..","În Olt și Dolj avertizarea este în vigoare până la ora 00.30, în Constanța și Tulcea până la ora 00.00, iar în Bihor, Timiș, Arad și Caraș-Severin până la 21.00..",30,16
67402,unknown_local_sample,"Mai mult, Liviu Dragnea vorbea in urma cu doua luni de hidrocentrala de la Seaca, desi la ""Apele Romane"" se pregatea deja terenul transferului insulei si bratului catre CJ.","Mai mult, Liviu Dragnea vorbea în urmă cu două luni de hidrocentrala de la Seaca, deși la ""Apele Române"" se pregătea deja terenul transferului insulei și brațului către CJ.",29,9
28143,unknown_local_sample,"In anul 1991, minerii lui Miron Cozma obtin demisia guvernului Roman.","În anul 1991, minerii lui Miron Cozma obțin demisia guvernului Roman.",11,2
367613,unknown_local_sample,"Era Ionel ciobanelu, un stranepot al lui, ramas orfan de cind era mic de tot.","Era Ionel ciobănelu, un strănepot al lui, rămas orfan de cînd era mic de tot.",15,4
380144,unknown_local_sample,Nu stiu pentru ce ma bucur ca si eu sint pieritor.,Nu știu pentru ce mă bucur că și eu sînt pieritor.,11,5
388652,unknown_local_sample,Tata era om cuprins... incit el se prinse sa-mi faca uniforma cu cheltuiala lui.,Tata era om cuprins... încît el se prinse să-mi facă uniforma cu cheltuiala lui.,14,4
143607,unknown_local_sample,"Pe baza descrierii facuta de fata de 20 de ani, politistii au analizat imaginile surprinse de camerele de supraveghere de la metrou si au depistat-o pe femeie.","Pe baza descrierii făcută de fata de 20 de ani, polițiștii au analizat imaginile surprinse de camerele de supraveghere de la metrou și au depistat-o pe femeie.",27,5
342207,unknown_local_sample,Colo-n palate de margean Te-oi duce veacuri multe.,Colo-n palate de mărgean Te-oi duce veacuri multe.,8,1
112042,unknown_local_sample,"(...) S-au inflamat niste multinationale, dar din fericire cred ca au inteles ca nu e cazul"", a afirmat Mihai Tudose.","(...) S-au inflamat niște multinaționale, dar din fericire cred ca au înțeles că nu e cazul"", a afirmat Mihai Tudose.",20,5
213259,unknown_local_sample,"O oaie intreaga... taiata felii... tavalita prin seu si printr-o leaca de alifie de ai, caruia i se zice si usturoi.","O oaie întreagă... tăiată felii... tăvălită prin seu și printr-o leacă de alifie de ai, căruia i se zice și usturoi.",21,11
272016,unknown_local_sample,"De mult banarit ce avea, nu-i mai stia numarul!","De mult bănărit ce avea, nu-i mai știa numărul!",9,4
292309,unknown_local_sample,Cununia se facu cam pe sub ascuns.,Cununia se făcu cam pe sub ascuns.,7,1
173700,unknown_local_sample,Citeste si: Cehii de la Walmark asteapta afaceri de 84 mil.,Citeste si: Cehii de la Walmark așteaptă afaceri de 84 mil.,11,2
79166,unknown_local_sample,"Potrivit reprezentantilor Sectiei Drumuri Nationale Targu-Jiu, drumarii actioneaza si imprastie material antiderapant pe carosabil, in zona montana Ranca.","Potrivit reprezentanților Secției Drumuri Naționale Târgu-Jiu, drumarii acționează și împrăștie material antiderapant pe carosabil, în zona montană Rânca.",18,13
192092,unknown_local_sample,"In plus, Paul s-ar putea alatura linistit galeriei de nevolnici senini portretizati de Payne de la About Schmidt si mai ales Sideways incoace.","În plus, Paul s-ar putea alătura liniștit galeriei de nevolnici senini portretizați de Payne de la About Schmidt și mai ales Sideways încoace.",23,6
47057,unknown_local_sample,"Sunt vizate si ”protejatele” sefului PSD Premierul Mihai Tudose a refuzat sa sesizeze CCR in dosarul Belina, banuindu-l pe Liviu Dragnea ca este in spatele unui sondaj privind scaderea popularitatii Guvernului.","Sunt vizate și ”protejatele” șefului PSD Premierul Mihai Tudose a refuzat să sesizeze CCR în dosarul Belina, bănuindu-l pe Liviu Dragnea că este în spatele unui sondaj privind scăderea popularității Guvernului.",31,10
320416,unknown_local_sample,Dar Eminescu nu cuprinse tot in stihurile lui dumnezeiesti.,Dar Eminescu nu cuprinse tot în stihurile lui dumnezeiești.,9,2
239858,unknown_local_sample,"Geme codru de voinici, La tot fagu cite cinci.","Geme codru de voinici, La tot fagu cîte cinci.",9,1
170306,unknown_local_sample,Dar stii ce? „Aber weißt du was?” l-am intrebat insufletit de-o noua idee.,Dar știi ce? „Aber weißt du was?” l-am întrebat însuflețit de-o nouă idee.,13,5
104478,unknown_local_sample,"Cum transei de retail ii este alocat un numar de 1,47 milioane de actiuni, rezulta ca subscrierea pe aceasta transa este de 23%.","Cum tranșei de retail îi este alocat un număr de 1,47 milioane de acțiuni, rezultă că subscrierea pe această tranșă este de 23%.",23,9
396529,unknown_local_sample,"In adincul inimilor, de teama sa nu mai fi ramas acolo un germene cit de infim, din care sa poata rencolti, ati turnat lesia caustica... otrava scepticismului.","În adîncul inimilor, de teamă să nu mai fi rămas acolo un germene cît de infim, din care să poată rencolți, ați turnat leșia caustică... otrava scepticismului.",27,12
180029,unknown_local_sample,"De ce nu va-astimparati in manastire si sa va cautati de suflet, macar in saptamina patimilor?!","De ce nu vă-astîmpărați în mănăstire și să vă căutați de suflet, măcar în săptămîna patimilor?!",16,17
151797,unknown_local_sample,"lei in 2016, cel mai scazut nivel din ultimii patru ani astazi, 10:17 Autor: Cristina Bellu Cifra de afaceri din industria metalurgica a ajuns la 33,5 mld.","lei în 2016, cel mai scăzut nivel din ultimii patru ani astăzi, 10:17 Autor: Cristina Bellu Cifra de afaceri din industria metalurgică a ajuns la 33,5 mld.",27,4
99803,unknown_local_sample,"Nu toti exegetii au fost de accord cu ideile iluministe in general, dar mai ales cu luminile promovate de evrei.","Nu toți exegeții au fost de accord cu ideile iluministe în general, dar mai ales cu luminile promovate de evrei.",20,3
29627,unknown_local_sample,"Combinatia de votca si tequilla s-a dovedit a fi cea mai periculoasa, diminetile celor care au facut amestecul fiind de cosmar.","Combinația de votcă și tequilla s-a dovedit a fi cea mai periculoasă, diminețile celor care au făcut amestecul fiind de coșmar.",21,7
227389,unknown_local_sample,"Privazul ingust al usii se umplu cu un fel de dihanie, careia cu greu i-ai fi putut hotari un loc pe scara lunga a vietuitoarelor.","Privazul îngust al ușii se umplu cu un fel de dihanie, căreia cu greu i-ai fi putut hotărî un loc pe scara lungă a viețuitoarelor.",25,7
319251,unknown_local_sample,"Pe fata Imparatului-Ros mai nu-i venea s-o duca, fiind nebun de dragostea ei.","Pe fata Împăratului-Roș mai nu-i venea s-o ducă, fiind nebun de dragostea ei.",13,4
24542,unknown_local_sample,"Spre exemplu, la noul magazin deschis in Baia Mare, clientii Lem’s pot achizitiona mobila in rate fara dobanda prin Card Avantaj, Raiffeisen, Banca Transilvania, BCR, BRD, Optimo.","Spre exemplu, la noul magazin deschis în Baia Mare, clienții Lem’s pot achiziționa mobilă în rate fără dobândă prin Card Avantaj, Raiffeisen, Banca Transilvania, BCR, BRD, Optimo.",27,9
207707,unknown_local_sample,fix: 0318.256.286) sau trimiteti un email cu datele dumneavoastra de contact prin care solicitati informatii si abonare la adresa alexandru.matei@zf.ro. Veti fi contactat in maximum o ora.,fix: 0318.256.286) sau trimiteți un email cu datele dumneavoastră de contact prin care solicitați informații și abonare la adresa alexandru.matei@zf.ro. Veți fi contactat în maximum o oră.,27,8
203003,unknown_local_sample,"""Oricand imi suna telefonul, ringtone-ul porneste, dar ecranul se lumineaza abia dupa 6-8 secunde"", sustine un utilizator.","""Oricând îmi sună telefonul, ringtone-ul pornește, dar ecranul se luminează abia după 6-8 secunde"", susține un utilizator.",17,7
127615,unknown_local_sample,"Inchisoarea, crimele, procesul"", aparut recent in colectia Historia a Editurii Polirom, a mentionat ca, saptamana viitoare, Curtea de Apel ar trebui sa se pronunte cu privire la cererea de eliberare pe motive de boala a lui Alexandru Visinescu, aflat astazi la 93 de ani.","Închisoarea, crimele, procesul"", apărut recent în colecția Historia a Editurii Polirom, a menționat că, săptămâna viitoare, Curtea de Apel ar trebui să se pronunțe cu privire la cererea de eliberare pe motive de boală a lui Alexandru Vișinescu, aflat astăzi la 93 de ani.",44,14
168773,unknown_local_sample,"Dar nu toti avem in circa soarta tarii, „sefia“ institutiilor publice, buna administrare a statului.","Dar nu toți avem în cîrcă soarta țării, „șefia“ instituțiilor publice, buna administrare a statului.",15,8
120023,unknown_local_sample,"Ca urmare a controalelor efectuate au fost aplicate sanctiuni contraventionale in valoare totala de 11.702.531 lei (amenzi si confiscari), din care 852 sanctiuni contraventionale principale (846 amenzi si 6 avertismente), valoarea totala a amenzilor fiind de 8.808.847 lei; s-au confiscat sume (numerar), venituri ilicite si bunuri in valoare totala de 2.893.684 lei respectiv sume (numerar) in valoare de 608.734 lei, venituri ilicite in in valoare totala de 138.669 lei precum si bunuri in valoare de 2.146.281 lei(reprezentand articole de incaltaminte, imbracaminte si alte bunuri casnice).","Ca urmare a controalelor efectuate au fost aplicate sancțiuni contravenționale în valoare totală de 11.702.531 lei (amenzi și confiscări), din care 852 sancțiuni contravenționale principale (846 amenzi și 6 avertismente), valoarea totală a amenzilor fiind de 8.808.847 lei; s-au confiscat sume (numerar), venituri ilicite și bunuri în valoare totală de 2.893.684 lei respectiv sume (numerar) în valoare de 608.734 lei, venituri ilicite în în valoare totală de 138.669 lei precum și bunuri în valoare de 2.146.281 lei(reprezentând articole de încălțăminte, îmbrăcăminte și alte bunuri casnice).",85,28
231022,unknown_local_sample,"Rominii... au numit pre o parte foarte mare a paserilor... dupa nutretul principal al acestora. Una dintre acelea paseri e si soarecariul, numit... si uie.","Romînii... au numit pre o parte foarte mare a paserilor... după nutrețul principal al acestora. Una dintre acelea paseri e și șoarecariul, numit... și uie.",25,6
352957,unknown_local_sample,"Cind insa-n turla ceasul tainei bate, De prin morminte umbre mari se scoala.","Cînd însă-n turlă ceasul tainei bate, De prin morminte umbre mari se scoală.",13,5
125023,unknown_local_sample,"1975. Dupa moartea generalului Franco, Juan Carlos de Bourbon a fost proclamat rege al Spaniei.","1975. După moartea generalului Franco, Juan Carlos de Bourbon a fost proclamat rege al Spaniei.",15,1
142838,unknown_local_sample,fix: 0318.256.286) sau trimiteti un email cu datele dumneavoastra de contact prin care solicitati informatii si abonare la adresa alexandru.matei@zf.ro. Veti fi contactat in maximum o ora.,fix: 0318.256.286) sau trimiteți un email cu datele dumneavoastră de contact prin care solicitați informații și abonare la adresa alexandru.matei@zf.ro. Veți fi contactat în maximum o oră.,27,8
26682,unknown_local_sample,"„Acesta este cel mai indepartat punct situat la nord de Zona demilitarizata in care un avion de vanatoare sau bombardier american a ajuns in largul Coreei de Nord in secolul 21, situatie care evidentiaza seriozitatea cu care tratam comportamentul nechibzuit al Phenianului"", a precizat Dana White.","„Acesta este cel mai îndepărtat punct situat la nord de Zona demilitarizată în care un avion de vânătoare sau bombardier american a ajuns în largul Coreei de Nord în secolul 21, situație care evidențiază seriozitatea cu care tratăm comportamentul nechibzuit al Phenianului"", a precizat Dana White.",46,12
283046,unknown_local_sample,Nu e cine sa-ti dea o clipa ascultare.,Nu e cine să-ți dea o clipă ascultare.,8,3
107413,unknown_local_sample,"Aceste zone sunt continuatoarele fostelor zone libere, ce erau la Constanta, Giurgiu si asa mai departe, a amintit expertul, „o masura buna la vremea respectiva, pentru ca incuraja investitorii straini sa vina in Romania.","Aceste zone sunt continuatoarele fostelor zone libere, ce erau la Constanța, Giurgiu și așa mai departe, a amintit expertul, „o măsură bună la vremea respectivă, pentru că încuraja investitorii străini să vină în România.",34,14
6519,unknown_local_sample,"Pentru a putea avea acces la informatii trebuie sa va abonati la ZF Corporate sau la unul din cele 12 fluxuri ale sale, profilate pe sectoare de activitate (Banci, Retail, Agricultura, Energie si altele) - vezi prezentarea video a ZFCorporate .","Pentru a putea avea acces la informatii trebuie să vă abonați la ZF Corporate sau la unul din cele 12 fluxuri ale sale, profilate pe sectoare de activitate (Bănci, Retail, Agricultură, Energie și altele) - vezi prezentarea video a ZFCorporate .",41,6
395677,unknown_local_sample,Pe drum ii spuse si capitanul ca distrugerea reflectorului merita o recompensa deosebita.,Pe drum îi spuse și căpitanul că distrugerea reflectorului merită o recompensă deosebită.,13,7
384861,unknown_local_sample,"Asta-toamna cind s-au pornit ploile... a venit la noi, de la oras, fratele mai mare al mamei.","Astă-toamnă cînd s-au pornit ploile... a venit la noi, de la oraș, fratele mai mare al mamei.",17,4
194731,unknown_local_sample,Ce arata executia bugetara pe 2017: Impozitul pe profit a fost cu 2 mld.,Ce arată execuția bugetară pe 2017: Impozitul pe profit a fost cu 2 mld.,14,3
43953,unknown_local_sample,"(...) Pe baza abaterilor canonice retinute si a marturiilor aduse in aparare, Consistoriul Mitropolitan al Mitropoliei Ardealului (...) a hotarat: Aplica fostului preot Cristian Dorin Pomohaci sanctiunea: DEPUNEREA (DESTITUIREA) DIN SLUJIREA CLERICALA (pierderea dreptului de a savarsi lucrari sfinte, de a purta tinuta clericala si de a se impartasi in altar; cel destituit nu mai este cleric, ci are statut de teolog laic, cu posibilitatea de a desfasura activitati social-filantropice, culturale, educationale sau de a fi cantaret, dupa caz; activitatea si conduita sa vor fi evaluate anual de Chiriarh), art.","(...) Pe baza abaterilor canonice reținute și a mărturiilor aduse în apărare, Consistoriul Mitropolitan al Mitropoliei Ardealului (...) a hotărât: Aplică fostului preot Cristian Dorin Pomohaci sancțiunea: DEPUNEREA (DESTITUIREA) DIN SLUJIREA CLERICALĂ (pierderea dreptului de a săvârși lucrări sfinte, de a purta ținuta clericală și de a se împărtăși în altar; cel destituit nu mai este cleric, ci are statut de teolog laic, cu posibilitatea de a desfășura activități social-filantropice, culturale, educaționale sau de a fi cântăreț, dupa caz; activitatea și conduita sa vor fi evaluate anual de Chiriarh), art.",90,31
82423,unknown_local_sample,"Nevenindu-i sa crea­da ca poate fi atat de usor, s-a dus si da, o cunosteau, bunicul femeii respective ii fusese maistru, a venit si el cu bicicleta si i-a dat vestea cea mare: Ana nu murise, o vazuse chiar in urma cu cateva zile.","Nevenindu-i să crea­dă că poate fi atât de ușor, s-a dus și da, o cunoșteau, bunicul femeii respective îi fusese maistru, a venit și el cu bicicleta și i-a dat vestea cea mare: Ana nu murise, o văzuse chiar în urmă cu câteva zile.",44,14
255619,unknown_local_sample,"La o raspintie de drumuri, unde totul arata ca e un loc nimerit pentru o asezare omeneasca, o casa sau doua s-au straduit sa se mentina, anevoie.","La o răspîntie de drumuri, unde totul arăta că e un loc nimerit pentru o așezare omenească, o casă sau două s-au străduit să se mențină, anevoie.",27,12
14121,unknown_local_sample,"Seful PSD, Liviu Dragnea, si-ar fi adus din Israel o echipa de consultanti politici, asa explicandu-se discursul si mai agresiv din ultima perioada la adresa jurnalistilor, multinationalelor, ambasadelor, bancilor, scriu jurnalistii Hotnews Cristian Pantazi si Dan Tapalaga .","Șeful PSD, Liviu Dragnea, și-ar fi adus din Israel o echipă de consultanți politici, așa explicându-se discursul și mai agresiv din ultima perioadă la adresa jurnaliștilor, multinaționalelor, ambasadelor, băncilor, scriu jurnaliștii Hotnews Cristian Pantazi și Dan Tapalagă .",38,14
110225,unknown_local_sample,"Asadar, primarul general al Capitalei, Gabriela Firea, a putut da asigurari ca „nu va fi resimtita de bucuresteni majorarea“.","Așadar, primarul general al Capitalei, Gabriela Firea, a putut da asigurări că „nu va fi resimțită de bucureșteni majorarea“.",19,6
202326,unknown_local_sample,"Fostul premier Grindeanu, dupa 3 luni la varful ANCOM: In primul semestru sper sa progresam cu legea infrastructurii; Nu mai vreau sa fim low-profile; Tarifele de interconectare ar putea scadea si mai mult luni, 08:40 Autor: Adrian Seceleanu Sorin Grindeanu, presedintele autoritatii de reglementare in comunicatii: ANCOM asa era, ca Luceafarul - nemuritor si rece - si se uita de sus la tot.","Fostul premier Grindeanu, după 3 luni la vârful ANCOM: În primul semestru sper să progresăm cu legea infrastructurii; Nu mai vreau să fim low-profile; Tarifele de interconectare ar putea scădea și mai mult luni, 08:40 Autor: Adrian Seceleanu Sorin Grindeanu, președintele autorității de reglementare în comunicații: ANCOM așa era, ca Luceafărul - nemuritor și rece - și se uita de sus la tot.",63,17
132965,unknown_local_sample,Sisteme de rachete sol-aer cu bataie mare – HSAM; 7.,Sisteme de rachete sol-aer cu bătaie mare – HSAM; 7.,10,1
396293,unknown_local_sample,"Opt tunuri, citeva sute de cazaci si un regiment de pedestrime tabarira pe cimpul Copoului.","Opt tunuri, cîteva sute de cazaci și un regiment de pedestrime tăbărîră pe cîmpul Copoului.",15,7
27939,unknown_local_sample,"„Dupa ce am petrecut un deceniu luptand impotriva fostelor monopoluri din Europa, British Telecom, Deutsche Telekom, KPN, numiti-l dumneavoastra pe care doriti, si am determinat stimularea investitiilor, extinderea retelelor autoritatile se gandesc sa ne reglementeze si pe noi.","„După ce am petrecut un deceniu luptând împotriva fostelor monopoluri din Europa, British Telecom, Deutsche Telekom, KPN, numiți-l dumneavoastră pe care doriți, și am determinat stimularea investițiilor, extinderea rețelelor autoritățile se gândesc să ne reglementeze și pe noi.",38,14
376148,unknown_local_sample,"Era un paragat nou din sfoara tare, trainica; ceva ce nu putea plati Adam o viata intreaga. Si i-l lasasera acolo, pacatosii.","Era un paragat nou din sfoară tare, trainică; ceva ce nu putea plăti Adam o viață întreagă. Și i-l lăsaseră acolo, păcătoșii.",22,13
166040,unknown_local_sample,"Rezervele UniCredit vin din cauza ca, sustine banca, consumult privat este incurajat de masuri pro-ciclice, si isi va pierde din momentum.","Rezervele UniCredit vin din cauză că, susține banca, consumult privat este încurajat de măsuri pro-ciclice, și își va pierde din momentum.",21,8
120906,unknown_local_sample,"Se sustine ca PIB-ul este menit sa masoare doar prima, si nu si cea de-a doua.","Se susține că PIB-ul este menit să măsoare doar prima, și nu și cea de-a doua.",16,6
236775,unknown_local_sample,"Asa ai spus si cucoanei Aretia, serpoaica ce esti.","Așa ai spus și cucoanei Aretia, șerpoaică ce ești.",9,5
13019,unknown_local_sample,"Citeste si Dragnea ii mai pregateste o surpriza lui Kovesi, in Parlament.","Citește și Dragnea îi mai pregătește o surpriză lui Kovesi, în Parlament.",12,7
161855,unknown_local_sample,"Pe de o parte, tara noastra devine tot mai interesanta pentru nucleul dur al UE - Franta si Germania, iar pe de alta parte, Romania ar putea obtine rolul de liant intre aceste doua tari, pe de o parte, si SUA, pe de alta parte, intrucat are relatii traditional bune cu SUA, iar in ultima perioada - si cu Franta si Germania.","Pe de o parte, țara noastră devine tot mai interesantă pentru nucleul dur al UE - Franța și Germania, iar pe de altă parte, România ar putea obține rolul de liant între aceste două țări, pe de o parte, și SUA, pe de altă parte, întrucât are relații tradițional bune cu SUA, iar în ultima perioadă - și cu Franța și Germania.",62,23
80832,unknown_local_sample,"""Miza este reprezentata de amploarea si ritmul reformelor din zona euro dupa un deceniu de crize, austeritate si, pana recent, crestere economica slaba"", comenteaza Financial Times.","""Miza este reprezentată de amploarea și ritmul reformelor din zona euro după un deceniu de crize, austeritate și, până recent, creștere economică slabă"", comentează Financial Times.",26,10
40859,unknown_local_sample,"S-a procedat, de asemenea, la instituirea unui sechestru asigurator pe un apartament apartinand mamei Ana Maria Patru, din Constanta”, a declarat Radulescu.","S-a procedat, de asemenea, la instituirea unui sechestru asigurator pe un apartament aparținând mamei Ana Maria Pătru, din Constanța”, a declarat Rădulescu.",22,5
185414,unknown_local_sample,"De asemenea, boardul va avea dreptul, pe o perioada de cinci ani, pana in 2022, sa vanda actiunile grupului catre angajati sau membri ai conducerii.","De asemenea, boardul va avea dreptul, pe o perioada de cinci ani, până în 2022, să vândă acțiunile grupului către angajați sau membri ai conducerii.",25,9
27026,unknown_local_sample,"Presedintele Rusiei, Vladimir Putin, a reiterat in mai multe randuri ca este imposibil sa ne gandim ca Statele Unite sau oricine altcineva pot avea informatii certe in proportie de suta la suta despre absolut toate instalatiile militare nucleare"", a declarat Serghei Lavrov intr-un interviu acordat postului rus NTV.","Președintele Rusiei, Vladimir Putin, a reiterat în mai multe rânduri că este imposibil să ne gândim că Statele Unite sau oricine altcineva pot avea informații certe în proporție de sută la sută despre absolut toate instalațiile militare nucleare"", a declarat Serghei Lavrov într-un interviu acordat postului rus NTV.",48,14
127097,unknown_local_sample,Activitatea sectorului de afaceri din zona euro duduie.,Activitatea sectorului de afaceri din zona euro duduie.,8,0
56014,unknown_local_sample,"Nu mai este deci vorba despre „dezvoltarea judecatii morale la copii“, ci despre gindirea morala a parintilor.","Nu mai este deci vorba despre „dezvoltarea judecății morale la copii“, ci despre gîndirea morală a părinților.",17,6
386994,unknown_local_sample,"Intr-un rastimp s-a prefirat prin cununile copacilor lucirea patrarului de luna, si calea s-a luminat usor.","Într-un răstimp s-a prefirat prin cununile copacilor lucirea pătrarului de lună, și calea s-a luminat ușor.",16,6
9839,unknown_local_sample,"Cu toate acestea, de­fi­citul bugetar ramane in jur de 5 mld.","Cu toate acestea, de­fi­citul bugetar rămâne în jur de 5 mld.",11,3
253206,unknown_local_sample,Padurea de brazi de la marginea podisului il inconjoara cu linistea ei.,Pădurea de brazi de la marginea podișului îl înconjoară cu liniștea ei.,12,6
233536,unknown_local_sample,"Uf! am jucat fara voie ca-la-usa-cortului, la batrinete. Sintem vrajiti.","Uf! am jucat fără voie ca-la-ușa-cortului, la bătrînețe. Sîntem vrăjiți.",10,9
235231,unknown_local_sample,"Mergea in pas cu toti cei din jurul lui, avea insa o tinuta ciudata: umbla cam intr-o parte si putin cam pe spate.","Mergea în pas cu toți cei din jurul lui, avea însă o ținută ciudată: umbla cam într-o parte și puțin cam pe spate.",23,10
75266,unknown_local_sample,Aici e loc destul.,Aici e loc destul.,4,0
119392,unknown_local_sample,"Destul, Aufidius, nu mai tulbura.","Destul, Aufidius, nu mai tulbura.",5,0
189229,unknown_local_sample,"Facand un calcul ce inseamna, am depasit 1,4 tone pe locuitor Ministrul Agriculturii, Petre Daea: ""Sa iei oul cu 50 de bani si sa-l pui pe raft pentru consumator la peste 1 leu este mult prea mult.","Făcând un calcul ce înseamnă, am depășit 1,4 tone pe locuitor Ministrul Agriculturii, Petre Daea: ""Să iei oul cu 50 de bani și să-l pui pe raft pentru consumator la peste 1 leu este mult prea mult.",37,9
210849,unknown_local_sample,"Astfel, in anul 2016 au fost distruse, la nivelul Unitatii de Imprimare Rapida Ramnicu Valcea, 4.394.760 de scrisori recomandate cu AR (plicuri), primite retur, din care 11.557 de plicuri aveau adresa incompleta, in cazul a 456.550 de plicuri, destinatarul s-a mutat de la adresa, 134.450 de plicuri au avut mentiunea ""necunoscut"", iar 83.013 plicuri au fost returnate din ""alte motive"".","Astfel, în anul 2016 au fost distruse, la nivelul Unității de Imprimare Rapidă Râmnicu Vâlcea, 4.394.760 de scrisori recomandate cu AR (plicuri), primite retur, din care 11.557 de plicuri aveau adresa incompletă, în cazul a 456.550 de plicuri, destinatarul s-a mutat de la adresă, 134.450 de plicuri au avut mențiunea ""necunoscut"", iar 83.013 plicuri au fost returnate din ""alte motive"".",60,10
