id,source,input,target,input_clean,target_clean,stripped_target,exact_after_cleaning,whitespace_difference,audit_reason,is_valid_pair,input_before_n_chars,input_before_n_nfd_codepoints,input_before_n_combining_in_raw,input_before_n_legacy_cedilla,input_before_n_nbsp,input_before_n_unusual_punct,input_before_is_nfc,input_before_is_nfd,target_before_n_chars,target_before_n_nfd_codepoints,target_before_n_combining_in_raw,target_before_n_legacy_cedilla,target_before_n_nbsp,target_before_n_unusual_punct,target_before_is_nfc,target_before_is_nfd,input_after_n_chars,input_after_n_nfd_codepoints,input_after_n_combining_in_raw,input_after_n_legacy_cedilla,input_after_n_nbsp,input_after_n_unusual_punct,input_after_is_nfc,input_after_is_nfd,target_after_n_chars,target_after_n_nfd_codepoints,target_after_n_combining_in_raw,target_after_n_legacy_cedilla,target_after_n_nbsp,target_after_n_unusual_punct,target_after_is_nfc,target_after_is_nfd
197497,unknown_local_sample,"lei. Simion Tihon, broker la Prime Transaction, spune  ca cel mai probabil, dividendele vor fi din nou propulsorul pietei.","lei. Simion Tihon, broker la Prime Transaction, spune  că cel mai probabil, dividendele vor fi din nou propulsorul pieței.","lei. Simion Tihon, broker la Prime Transaction, spune ca cel mai probabil, dividendele vor fi din nou propulsorul pietei.","lei. Simion Tihon, broker la Prime Transaction, spune că cel mai probabil, dividendele vor fi din nou propulsorul pieței.","lei. Simion Tihon, broker la Prime Transaction, spune ca cel mai probabil, dividendele vor fi din nou propulsorul pietei.",True,True,whitespace,False,122,0,0,0,0,0,True,True,122,2,0,0,1,0,True,False,121,0,0,0,0,0,True,True,121,2,0,0,0,0,True,False
99973,unknown_local_sample,"  Liderul separatist Carles Puigdemont ar putea anunta, joi, organizarea de alegeri anticipate in Catalonia, pentru a bloca decizia Guvernului de la Madrid, programata pentru vineri, de a suspenda autonomia acestei provincii.","  Liderul separatist Carles Puigdemont ar putea anunța, joi, organizarea de alegeri anticipate în Catalonia, pentru a bloca decizia Guvernului de la Madrid, programată pentru vineri, de a suspenda autonomia acestei provincii.","Liderul separatist Carles Puigdemont ar putea anunta, joi, organizarea de alegeri anticipate in Catalonia, pentru a bloca decizia Guvernului de la Madrid, programata pentru vineri, de a suspenda autonomia acestei provincii.","Liderul separatist Carles Puigdemont ar putea anunța, joi, organizarea de alegeri anticipate în Catalonia, pentru a bloca decizia Guvernului de la Madrid, programată pentru vineri, de a suspenda autonomia acestei provincii.","Liderul separatist Carles Puigdemont ar putea anunta, joi, organizarea de alegeri anticipate in Catalonia, pentru a bloca decizia Guvernului de la Madrid, programata pentru vineri, de a suspenda autonomia acestei provincii.",True,True,whitespace,False,225,0,0,0,0,0,True,True,225,3,0,0,2,0,True,False,223,0,0,0,0,0,True,True,223,3,0,0,0,0,True,False
76962,unknown_local_sample,"  Intr-un singur an de functionare, Linotip – Centru Independent Coregrafic, initiat si administrat de Ioana Marchidan si Arcadie Rusu, se dovedeste a fi unul dintre cele mai active organisme de pe scena dansului contemporan autohton.","  Într-un singur an de funcționare, Linotip – Centru Independent Coregrafic, inițiat și administrat de Ioana Marchidan și Arcadie Rusu, se dovedește a fi unul dintre cele mai active organisme de pe scena dansului contemporan autohton.","Intr-un singur an de functionare, Linotip – Centru Independent Coregrafic, initiat si administrat de Ioana Marchidan si Arcadie Rusu, se dovedeste a fi unul dintre cele mai active organisme de pe scena dansului contemporan autohton.","Într-un singur an de funcționare, Linotip – Centru Independent Coregrafic, inițiat și administrat de Ioana Marchidan și Arcadie Rusu, se dovedește a fi unul dintre cele mai active organisme de pe scena dansului contemporan autohton.","Intr-un singur an de functionare, Linotip – Centru Independent Coregrafic, initiat si administrat de Ioana Marchidan si Arcadie Rusu, se dovedeste a fi unul dintre cele mai active organisme de pe scena dansului contemporan autohton.",True,True,whitespace,False,234,0,0,0,0,0,True,True,234,6,0,0,1,0,True,False,232,0,0,0,0,0,True,True,232,6,0,0,0,0,True,False
76781,unknown_local_sample,"Politicienii spun ca le e frica de smecherii; sponsorii, ca le e greu cu donatiile; altii, ca trebuie modificate nu stiu ce legi – pe oamenii astia eu i-as intreba daca au incercat vreodata sa culce un copil care nu a mincat o zi intreaga.“  .","Politicienii spun că le e frică de șmecherii; sponsorii, că le e greu cu donațiile; alții, că trebuie modificate nu știu ce legi – pe oamenii ăștia eu i-aș întreba dacă au încercat vreodată să culce un copil care nu a mîncat o zi întreagă.“  .","Politicienii spun ca le e frica de smecherii; sponsorii, ca le e greu cu donatiile; altii, ca trebuie modificate nu stiu ce legi – pe oamenii astia eu i-as intreba daca au incercat vreodata sa culce un copil care nu a mincat o zi intreaga.“ .","Politicienii spun că le e frică de șmecherii; sponsorii, că le e greu cu donațiile; alții, că trebuie modificate nu știu ce legi – pe oamenii ăștia eu i-aș întreba dacă au încercat vreodată să culce un copil care nu a mîncat o zi întreagă.“ .","Politicienii spun ca le e frica de smecherii; sponsorii, ca le e greu cu donatiile; altii, ca trebuie modificate nu stiu ce legi – pe oamenii astia eu i-as intreba daca au incercat vreodata sa culce un copil care nu a mincat o zi intreaga.“ .",True,True,whitespace,False,243,0,0,0,0,1,True,True,243,19,0,0,1,1,True,False,242,0,0,0,0,1,True,True,242,19,0,0,0,1,True,False
54743,unknown_local_sample,"Recent, intr-o dezbatere publica, se opina ca pentru asta vor fi necesare idei geniale... si nu avem.","Recent, într-o dezbatere publică, se opina că pentru asta vor fi necesare idei geniale… și nu avem.","Recent, intr-o dezbatere publica, se opina ca pentru asta vor fi necesare idei geniale... si nu avem.","Recent, într-o dezbatere publică, se opina că pentru asta vor fi necesare idei geniale… și nu avem.","Recent, intr-o dezbatere publica, se opina ca pentru asta vor fi necesare idei geniale… si nu avem.",False,False,punctuation,False,101,0,0,0,0,0,True,True,99,4,0,0,0,0,True,False,101,0,0,0,0,0,True,True,99,4,0,0,0,0,True,False
29972,unknown_local_sample,"Iar la nivelul Romaniei, consumatorii acorda atentie in proportie de 44% sectorului financiar. .","Iar la nivelul României, consumatorii acordă atenție în proporție de 44% sectorului financiar. .","Iar la nivelul Romaniei, consumatorii acorda atentie in proportie de 44% sectorului financiar. .","Iar la nivelul României, consumatorii acordă atenție în proporție de 44% sectorului financiar. .","Iar la nivelul Romaniei, consumatorii acorda atentie in proportie de 44% sectorului financiar. .",True,True,whitespace,False,96,0,0,0,0,0,True,True,96,5,0,0,1,0,True,False,96,0,0,0,0,0,True,True,96,5,0,0,0,0,True,False
60934,unknown_local_sample,"In acest mod vor evita plata defalcata a TVA.  Vor fi in principal achizitii de produse cu valoare mare, de exemplu echipamente tehnologice, masini etc.","În acest mod vor evita plata defalcată a TVA.  Vor fi în principal achiziții de produse cu valoare mare, de exemplu echipamente tehnologice, mașini etc.","In acest mod vor evita plata defalcata a TVA. Vor fi in principal achizitii de produse cu valoare mare, de exemplu echipamente tehnologice, masini etc.","În acest mod vor evita plata defalcată a TVA. Vor fi în principal achiziții de produse cu valoare mare, de exemplu echipamente tehnologice, mașini etc.","In acest mod vor evita plata defalcata a TVA. Vor fi in principal achizitii de produse cu valoare mare, de exemplu echipamente tehnologice, masini etc.",True,True,whitespace,False,152,0,0,0,0,0,True,True,152,5,0,0,1,0,True,False,151,0,0,0,0,0,True,True,151,5,0,0,0,0,True,False
43473,unknown_local_sample,"Aceeasi evolutie a avut si indicele Robor la 6 luni, fo­losit in special in calculul dobanzilor la cre­ditele ipotecare,  care s-a mentinut vineri la 1,87%, la fel ca si in ziua anterioara.","Aceeași evoluție a avut și indicele Robor la 6 luni, fo­losit în special în calculul dobânzilor la cre­ditele ipotecare,  care s-a menținut vineri la 1,87%, la fel ca și în ziua anterioară.","Aceeasi evolutie a avut si indicele Robor la 6 luni, fo­losit in special in calculul dobanzilor la cre­ditele ipotecare, care s-a mentinut vineri la 1,87%, la fel ca si in ziua anterioara.","Aceeași evoluție a avut și indicele Robor la 6 luni, fo­losit în special în calculul dobânzilor la cre­ditele ipotecare, care s-a menținut vineri la 1,87%, la fel ca și în ziua anterioară.","Aceeasi evolutie a avut si indicele Robor la 6 luni, fo­losit in special in calculul dobanzilor la cre­ditele ipotecare, care s-a mentinut vineri la 1,87%, la fel ca si in ziua anterioara.",True,True,whitespace,False,189,0,0,0,0,0,True,True,189,10,0,0,3,0,True,False,188,0,0,0,0,0,True,True,188,10,0,0,0,0,True,False
24080,unknown_local_sample,"UPDATE 09:30 Bilanul deceselor a ajuns la 248, potrivit autoritatilor mexicane citate de The Independent.  UPDATE 08:51 Bilantul mortilor a ajuns la cel putin 224, a anuntat ministrul de Interne din Mexic, potrivit Reuters.  De asemenea, secretarul de stat pentru Educatie a declarat ca peste 200 de scoli din Mexico City au fost afectate de seism, 15 dintre ele avand daune majore.","UPDATE 09:30 Bilanul deceselor a ajuns la 248, potrivit autorităților mexicane citate de The Independent.  UPDATE 08:51 Bilanțul morților a ajuns la cel puțin 224, a anunțat ministrul de Interne din Mexic, potrivit Reuters.  De asemenea, secretarul de stat pentru Educație a declarat că peste 200 de școli din Mexico City au fost afectate de seism, 15 dintre ele având daune majore.","UPDATE 09:30 Bilanul deceselor a ajuns la 248, potrivit autoritatilor mexicane citate de The Independent. UPDATE 08:51 Bilantul mortilor a ajuns la cel putin 224, a anuntat ministrul de Interne din Mexic, potrivit Reuters. De asemenea, secretarul de stat pentru Educatie a declarat ca peste 200 de scoli din Mexico City au fost afectate de seism, 15 dintre ele avand daune majore.","UPDATE 09:30 Bilanul deceselor a ajuns la 248, potrivit autorităților mexicane citate de The Independent. UPDATE 08:51 Bilanțul morților a ajuns la cel puțin 224, a anunțat ministrul de Interne din Mexic, potrivit Reuters. De asemenea, secretarul de stat pentru Educație a declarat că peste 200 de școli din Mexico City au fost afectate de seism, 15 dintre ele având daune majore.","UPDATE 09:30 Bilanul deceselor a ajuns la 248, potrivit autoritatilor mexicane citate de The Independent. UPDATE 08:51 Bilantul mortilor a ajuns la cel putin 224, a anuntat ministrul de Interne din Mexic, potrivit Reuters. De asemenea, secretarul de stat pentru Educatie a declarat ca peste 200 de scoli din Mexico City au fost afectate de seism, 15 dintre ele avand daune majore.",True,True,whitespace,False,382,0,0,0,0,0,True,True,382,10,0,0,2,0,True,False,380,0,0,0,0,0,True,True,380,10,0,0,0,0,True,False
168306,unknown_local_sample,  Articol publicat in editia tiparita a Ziarului Financiar din data de 14.12.2017.,  Articol publicat în ediția tipărită a Ziarului Financiar din data de 14.12.2017.,Articol publicat in editia tiparita a Ziarului Financiar din data de 14.12.2017.,Articol publicat în ediția tipărită a Ziarului Financiar din data de 14.12.2017.,Articol publicat in editia tiparita a Ziarului Financiar din data de 14.12.2017.,True,True,whitespace,False,82,0,0,0,0,0,True,True,82,4,0,0,1,0,True,False,80,0,0,0,0,0,True,True,80,4,0,0,0,0,True,False
209571,unknown_local_sample,"Eu voi fi in continuare un membru al comunitatii de capital, va multumesc pentru onoarea de a fi alaturi de dumneavoastra timp de 12 ani"", a declarat Mariana Gheorghe in cadrul evenimentului.    Mariana Gheorghe (61 de ani) isi incheie mandatul la conducerea OMV Petrom, singurul producator local de petrol si gaze.","Eu voi fi în continuare un membru al comunității de capital, vă mulțumesc pentru onoarea de a fi alături de dumneavoastră timp de 12 ani"", a declarat Mariana Gheorghe în cadrul evenimentului.    Mariana Gheorghe (61 de ani) își încheie mandatul la conducerea OMV Petrom, singurul producător local de petrol și gaze.","Eu voi fi in continuare un membru al comunitatii de capital, va multumesc pentru onoarea de a fi alaturi de dumneavoastra timp de 12 ani"", a declarat Mariana Gheorghe in cadrul evenimentului. Mariana Gheorghe (61 de ani) isi incheie mandatul la conducerea OMV Petrom, singurul producator local de petrol si gaze.","Eu voi fi în continuare un membru al comunității de capital, vă mulțumesc pentru onoarea de a fi alături de dumneavoastră timp de 12 ani"", a declarat Mariana Gheorghe în cadrul evenimentului. Mariana Gheorghe (61 de ani) își încheie mandatul la conducerea OMV Petrom, singurul producător local de petrol și gaze.","Eu voi fi in continuare un membru al comunitatii de capital, va multumesc pentru onoarea de a fi alaturi de dumneavoastra timp de 12 ani"", a declarat Mariana Gheorghe in cadrul evenimentului. Mariana Gheorghe (61 de ani) isi incheie mandatul la conducerea OMV Petrom, singurul producator local de petrol si gaze.",True,True,whitespace,False,315,0,0,0,0,0,True,True,315,13,0,0,2,0,True,False,312,0,0,0,0,0,True,True,312,13,0,0,0,0,True,False
37560,unknown_local_sample,Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,True,True,whitespace,False,104,0,0,0,0,0,True,True,104,0,0,0,1,0,True,True,102,0,0,0,0,0,True,True,102,0,0,0,0,0,True,True
188796,unknown_local_sample,Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,True,True,whitespace,False,104,0,0,0,0,0,True,True,104,0,0,0,1,0,True,True,102,0,0,0,0,0,True,True,102,0,0,0,0,0,True,True
107064,unknown_local_sample,"  „Putini sunt cei care vin sa cumpere atunci cand preturile actiunilor sunt «jos» si din pacate, cei mai multi ajung sa investeasca cand totul este foarte scump“, noteaza el.","  „Puțini sunt cei care vin să cumpere atunci când prețurile acțiunilor sunt «jos» și din păcate, cei mai mulți ajung să investească când totul este foarte scump“, notează el.","„Putini sunt cei care vin sa cumpere atunci cand preturile actiunilor sunt «jos» si din pacate, cei mai multi ajung sa investeasca cand totul este foarte scump“, noteaza el.","„Puțini sunt cei care vin să cumpere atunci când prețurile acțiunilor sunt «jos» și din păcate, cei mai mulți ajung să investească când totul este foarte scump“, notează el.","„Putini sunt cei care vin sa cumpere atunci cand preturile actiunilor sunt «jos» si din pacate, cei mai multi ajung sa investeasca cand totul este foarte scump“, noteaza el.",True,True,whitespace,False,175,0,0,0,0,1,True,True,175,12,0,0,1,1,True,False,173,0,0,0,0,1,True,True,173,12,0,0,0,1,True,False
104798,unknown_local_sample,"  Serban Toader, senior partner, KPMG in Romania M-am alaturat profesiei de auditor in vara anului 1996, cu mai bine de 21 de ani in urma, si in aceasta perioada am vazut cum profesia a evoluat constant.","  Șerban Toader, senior partner, KPMG în România M-am alăturat profesiei de auditor în vara anului 1996, cu mai bine de 21 de ani în urmă, și în această perioadă am văzut cum profesia a evoluat constant.","Serban Toader, senior partner, KPMG in Romania M-am alaturat profesiei de auditor in vara anului 1996, cu mai bine de 21 de ani in urma, si in aceasta perioada am vazut cum profesia a evoluat constant.","Șerban Toader, senior partner, KPMG în România M-am alăturat profesiei de auditor în vara anului 1996, cu mai bine de 21 de ani în urmă, și în această perioadă am văzut cum profesia a evoluat constant.","Serban Toader, senior partner, KPMG in Romania M-am alaturat profesiei de auditor in vara anului 1996, cu mai bine de 21 de ani in urma, si in aceasta perioada am vazut cum profesia a evoluat constant.",True,True,whitespace,False,203,0,0,0,0,0,True,True,203,12,0,0,1,0,True,False,201,0,0,0,0,0,True,True,201,12,0,0,0,0,True,False
179394,unknown_local_sample,  Autoritatea Nationala de Reglementare in domeniul Energiei (ANRE) a publicat lista titularilor de licenta care nu si-au respectat obligatiile din contractele incheiate privind vanzarea cantitatilor de energie electrica tranzactionate la inceputul anului.,  Autoritatea Națională de Reglementare în domeniul Energiei (ANRE) a publicat lista titularilor de licență care nu și-au respectat obligațiile din contractele încheiate privind vânzarea cantităților de energie electrică tranzacționate la începutul anului.,Autoritatea Nationala de Reglementare in domeniul Energiei (ANRE) a publicat lista titularilor de licenta care nu si-au respectat obligatiile din contractele incheiate privind vanzarea cantitatilor de energie electrica tranzactionate la inceputul anului.,Autoritatea Națională de Reglementare în domeniul Energiei (ANRE) a publicat lista titularilor de licență care nu și-au respectat obligațiile din contractele încheiate privind vânzarea cantităților de energie electrică tranzacționate la începutul anului.,Autoritatea Nationala de Reglementare in domeniul Energiei (ANRE) a publicat lista titularilor de licenta care nu si-au respectat obligatiile din contractele incheiate privind vanzarea cantitatilor de energie electrica tranzactionate la inceputul anului.,True,True,whitespace,False,256,0,0,0,0,0,True,True,256,14,0,0,1,0,True,False,254,0,0,0,0,0,True,True,254,14,0,0,0,0,True,False
185231,unknown_local_sample,"Estonia are din partea Standard & Pooris ratingul ""AA-"", acelasi pe care-l are Cehia, cea mai bogata economie est-europeana.","Estonia are din partea Standard & Poorís ratingul ""AA-"", același pe care-l are Cehia, cea mai bogată economie est-europeană.","Estonia are din partea Standard & Pooris ratingul ""AA-"", acelasi pe care-l are Cehia, cea mai bogata economie est-europeana.","Estonia are din partea Standard & Poorís ratingul ""AA-"", același pe care-l are Cehia, cea mai bogată economie est-europeană.","Estonia are din partea Standard & Poorís ratingul ""AA-"", acelasi pe care-l are Cehia, cea mai bogata economie est-europeana.",False,False,spelling,False,124,0,0,0,0,0,True,True,124,4,0,0,0,0,True,False,124,0,0,0,0,0,True,True,124,4,0,0,0,0,True,False
37223,unknown_local_sample,Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,Continuarea pe ZFCorporate ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,True,True,whitespace,False,104,0,0,0,0,0,True,True,104,0,0,0,1,0,True,True,102,0,0,0,0,0,True,True,102,0,0,0,0,0,True,True
203625,unknown_local_sample,"Fujifilm a anuntat ca va trece printr-o restructurare masiva, care va costa compania 450 de milioane de dolari in al doua jumatate a anului fiscal, ceea ce va reduce predictia pentru profitul operational din anul acesta de la 1,68 miliarde de dolari la  1,18 miliarde de dolari.","Fujifilm a anunțat că va trece printr-o restructurare masivă, care va costa compania 450 de milioane de dolari în al doua jumătate a anului fiscal, ceea ce va reduce predicția pentru profitul operațional din anul acesta de la 1,68 miliarde de dolari la  1,18 miliarde de dolari.","Fujifilm a anuntat ca va trece printr-o restructurare masiva, care va costa compania 450 de milioane de dolari in al doua jumatate a anului fiscal, ceea ce va reduce predictia pentru profitul operational din anul acesta de la 1,68 miliarde de dolari la 1,18 miliarde de dolari.","Fujifilm a anunțat că va trece printr-o restructurare masivă, care va costa compania 450 de milioane de dolari în al doua jumătate a anului fiscal, ceea ce va reduce predicția pentru profitul operațional din anul acesta de la 1,68 miliarde de dolari la 1,18 miliarde de dolari.","Fujifilm a anuntat ca va trece printr-o restructurare masiva, care va costa compania 450 de milioane de dolari in al doua jumatate a anului fiscal, ceea ce va reduce predictia pentru profitul operational din anul acesta de la 1,68 miliarde de dolari la 1,18 miliarde de dolari.",True,True,whitespace,False,278,0,0,0,0,0,True,True,278,7,0,0,1,0,True,False,277,0,0,0,0,0,True,True,277,7,0,0,0,0,True,False
105188,unknown_local_sample,"  In ceea ce priveste dividendele, 50% din profitul Transgaz merge in aceasta directie, cu un randament net de peste 7%, rezonabil avand in vedere dobanzile practicate la depozitele bancare, nivelul ROBOR sau randamentul titlurilor de stat.","  În ceea ce privește dividendele, 50% din profitul Transgaz merge în această direcție, cu un randament net de peste 7%, rezonabil având în vedere dobânzile practicate la depozitele bancare, nivelul ROBOR sau randamentul titlurilor de stat.","In ceea ce priveste dividendele, 50% din profitul Transgaz merge in aceasta directie, cu un randament net de peste 7%, rezonabil avand in vedere dobanzile practicate la depozitele bancare, nivelul ROBOR sau randamentul titlurilor de stat.","În ceea ce privește dividendele, 50% din profitul Transgaz merge în această direcție, cu un randament net de peste 7%, rezonabil având în vedere dobânzile practicate la depozitele bancare, nivelul ROBOR sau randamentul titlurilor de stat.","In ceea ce priveste dividendele, 50% din profitul Transgaz merge in aceasta directie, cu un randament net de peste 7%, rezonabil avand in vedere dobanzile practicate la depozitele bancare, nivelul ROBOR sau randamentul titlurilor de stat.",True,True,whitespace,False,240,0,0,0,0,0,True,True,240,8,0,0,1,0,True,False,238,0,0,0,0,0,True,True,238,8,0,0,0,0,True,False
112984,unknown_local_sample,  Articol publicat in editia tiparita a Ziarului Financiar din data de 09.11.2017.,  Articol publicat în ediția tipărită a Ziarului Financiar din data de 09.11.2017.,Articol publicat in editia tiparita a Ziarului Financiar din data de 09.11.2017.,Articol publicat în ediția tipărită a Ziarului Financiar din data de 09.11.2017.,Articol publicat in editia tiparita a Ziarului Financiar din data de 09.11.2017.,True,True,whitespace,False,82,0,0,0,0,0,True,True,82,4,0,0,1,0,True,False,80,0,0,0,0,0,True,True,80,4,0,0,0,0,True,False
165220,unknown_local_sample,"La munte va ninge. Dimineata si noaptea, in sud – sud-est, vor fi conditii de ceata.","La munte va ninge. Dimineața și noaptea, în sud – sud-est, vor fi condiții de ceață.","La munte va ninge. Dimineata si noaptea, in sud – sud-est, vor fi conditii de ceata.","La munte va ninge. Dimineața și noaptea, în sud – sud-est, vor fi condiții de ceață.","La munte va ninge. Dimineata si noaptea, in sud – sud-est, vor fi conditii de ceata.",True,True,whitespace,False,84,0,0,0,0,0,True,True,84,6,0,0,1,0,True,False,84,0,0,0,0,0,True,True,84,6,0,0,0,0,True,False
71646,unknown_local_sample,"Joi, pestii uimesc intreaga lume cu ideile si proiectele lor, iar scorpionii ofera cele mai bune sfaturi prietenilor aflati in dificultate.  Berbec - Consultatii gratuite Acvaria - maine la Body, Mind & Spirit   Nu trebuie sa-ti croiesti destinul in functie de deciziile altora, pentru ca fiecare e cu norocul lui! Nu te mai gandi la ce spun ceilalti, la parerile altora, la felul in care contribuie ei la problemele tale, pentru ca totul depinde numai si numai de tine.","Joi, peștii uimesc întreaga lume cu ideile și proiectele lor, iar scorpionii oferă cele mai bune sfaturi prietenilor aflați în dificultate.  Berbec - Consultatii gratuite Acvaria - maine la Body, Mind & Spirit   Nu trebuie sa-ti croiesti destinul in functie de deciziile altora, pentru ca fiecare e cu norocul lui! Nu te mai gandi la ce spun ceilalti, la parerile altora, la felul in care contribuie ei la problemele tale, pentru ca totul depinde numai si numai de tine.","Joi, pestii uimesc intreaga lume cu ideile si proiectele lor, iar scorpionii ofera cele mai bune sfaturi prietenilor aflati in dificultate. Berbec - Consultatii gratuite Acvaria - maine la Body, Mind & Spirit Nu trebuie sa-ti croiesti destinul in functie de deciziile altora, pentru ca fiecare e cu norocul lui! Nu te mai gandi la ce spun ceilalti, la parerile altora, la felul in care contribuie ei la problemele tale, pentru ca totul depinde numai si numai de tine.","Joi, peștii uimesc întreaga lume cu ideile și proiectele lor, iar scorpionii oferă cele mai bune sfaturi prietenilor aflați în dificultate. Berbec - Consultatii gratuite Acvaria - maine la Body, Mind & Spirit Nu trebuie sa-ti croiesti destinul in functie de deciziile altora, pentru ca fiecare e cu norocul lui! Nu te mai gandi la ce spun ceilalti, la parerile altora, la felul in care contribuie ei la problemele tale, pentru ca totul depinde numai si numai de tine.","Joi, pestii uimesc intreaga lume cu ideile si proiectele lor, iar scorpionii ofera cele mai bune sfaturi prietenilor aflati in dificultate. Berbec - Consultatii gratuite Acvaria - maine la Body, Mind & Spirit Nu trebuie sa-ti croiesti destinul in functie de deciziile altora, pentru ca fiecare e cu norocul lui! Nu te mai gandi la ce spun ceilalti, la parerile altora, la felul in care contribuie ei la problemele tale, pentru ca totul depinde numai si numai de tine.",True,True,whitespace,False,470,0,0,0,0,0,True,True,470,6,0,0,2,0,True,False,467,0,0,0,0,0,True,True,467,6,0,0,0,0,True,False
198919,unknown_local_sample,  Articol publicat in editia tiparita a Ziarului Financiar din data de 05.02.2018.,  Articol publicat în ediția tipărită a Ziarului Financiar din data de 05.02.2018.,Articol publicat in editia tiparita a Ziarului Financiar din data de 05.02.2018.,Articol publicat în ediția tipărită a Ziarului Financiar din data de 05.02.2018.,Articol publicat in editia tiparita a Ziarului Financiar din data de 05.02.2018.,True,True,whitespace,False,82,0,0,0,0,0,True,True,82,4,0,0,1,0,True,False,80,0,0,0,0,0,True,True,80,4,0,0,0,0,True,False
127447,unknown_local_sample,Celia Ghyka – co-autoare si  curatoare –  conferentiara dr.,Celia Ghyka – co-autoare și  curatoare –  conferențiară dr.,Celia Ghyka – co-autoare si curatoare – conferentiara dr.,Celia Ghyka – co-autoare și curatoare – conferențiară dr.,Celia Ghyka – co-autoare si curatoare – conferentiara dr.,True,True,whitespace,False,59,0,0,0,0,0,True,True,59,3,0,0,2,0,True,False,57,0,0,0,0,0,True,True,57,3,0,0,0,0,True,False
75888,unknown_local_sample,  Articol publicat in editia tiparita a Ziarului Financiar din data de 16.08.2017.,  Articol publicat în ediția tipărită a Ziarului Financiar din data de 16.08.2017.,Articol publicat in editia tiparita a Ziarului Financiar din data de 16.08.2017.,Articol publicat în ediția tipărită a Ziarului Financiar din data de 16.08.2017.,Articol publicat in editia tiparita a Ziarului Financiar din data de 16.08.2017.,True,True,whitespace,False,82,0,0,0,0,0,True,True,82,4,0,0,1,0,True,False,80,0,0,0,0,0,True,True,80,4,0,0,0,0,True,False
158643,unknown_local_sample,lei.  Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,lei.  Continuarea pe ZFCorporate   ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,lei. Continuarea pe ZFCorporate ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,lei. Continuarea pe ZFCorporate ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,lei. Continuarea pe ZFCorporate ZF Corporate este serviciul de business intelligence al Ziarului Financiar.,True,True,whitespace,False,110,0,0,0,0,0,True,True,110,0,0,0,2,0,True,True,107,0,0,0,0,0,True,True,107,0,0,0,0,0,True,True
96488,unknown_local_sample,"Cresterea economiilor medii ale clientilor de retail din Ungaria a incetinit, in timp ce in 2016 Ungaria inregistra cea mai ridicata rata a economiilor lunare.  Articol publicat in editia tiparita a Ziarului Financiar din data de 20.10.2017.","Creșterea economiilor medii ale clienților de retail din Ungaria a încetinit, în timp ce în 2016 Ungaria înregistra cea mai ridicată rată a economiilor lunare.  Articol publicat în ediția tipărită a Ziarului Financiar din data de 20.10.2017.","Cresterea economiilor medii ale clientilor de retail din Ungaria a incetinit, in timp ce in 2016 Ungaria inregistra cea mai ridicata rata a economiilor lunare. Articol publicat in editia tiparita a Ziarului Financiar din data de 20.10.2017.","Creșterea economiilor medii ale clienților de retail din Ungaria a încetinit, în timp ce în 2016 Ungaria înregistra cea mai ridicată rată a economiilor lunare. Articol publicat în ediția tipărită a Ziarului Financiar din data de 20.10.2017.","Cresterea economiilor medii ale clientilor de retail din Ungaria a incetinit, in timp ce in 2016 Ungaria inregistra cea mai ridicata rata a economiilor lunare. Articol publicat in editia tiparita a Ziarului Financiar din data de 20.10.2017.",True,True,whitespace,False,241,0,0,0,0,0,True,True,241,12,0,0,1,0,True,False,240,0,0,0,0,0,True,True,240,12,0,0,0,0,True,False
